post_id,creator_id,creator_location,creator_connections,creator_topic_interests,creator_format_preferences,creator_creator_preferences,creator_expertise_levels,content,timestamp,likes,comments,shares,avg_time_spent,topics,content_format,content_length,location,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_compound,engagement_score,hours_since_post,content_length_category,sentiment_category,num_topics,num_creator_connections,top_topic
p089,u189,"(23.0225,72.5714)","['u187', 'u191']","{'sand_casting': 0.9, 'metalwork': 0.8}","{'video': 0.8, 'image': 0.8}","{'u187': 0.8, 'u191': 0.9}","{'sand_casting': 0.9, 'metalwork': 0.8}","""Bronze casting using traditional methods""",2025-05-24 11:40:00,107.0,27.0,20.0,36.5,"['sandcasting', 'bronze', 'traditional']",video,400.0,"(23.0225,72.5714)",0.76,0.04,0.2,0.71,221.0,935.8503502780557,long,positive,3,2,sandcasting
p090,u190,"(17.4065,78.4772)","['u188', 'u192']","{'stone_skipping': 0.8, 'physics': 0.9}","{'video': 0.9, 'image': 0.6}","{'u188': 0.7, 'u192': 0.8}","{'stone_skipping': 0.9, 'physics': 0.8}","""Perfect stone skip: 23 bounces analysis""",2025-05-23 16:55:00,219.0,38.0,31.0,23.8,"['stoneskipping', 'physics', 'analysis']",video,250.0,"(17.4065,78.4772)",0.89,0.02,0.09,0.86,388.0,954.6003502780557,medium,positive,3,2,stoneskipping
p091,u191,"(30.3165,78.0322)","['u189', 'u193']","{'speleology': 0.9, 'caves': 0.8}","{'image': 0.8, 'video': 0.8}","{'u189': 0.9, 'u193': 0.7}","{'speleology': 0.9, 'caves': 0.8}","""Underground river mapping expedition""",2025-05-22 08:30:00,131.0,34.0,24.0,44.6,"['speleology', 'caves', 'mapping']",image,330.0,"(30.3165,78.0322)",0.73,0.05,0.22,0.67,271.0,987.0170169447223,long,positive,3,2,speleology
p092,u192,"(12.9141,77.6101)","['u190', 'u194']","{'soap_bubble_art': 0.8, 'physics': 0.9}","{'video': 0.9, 'image': 0.7}","{'u190': 0.8, 'u194': 0.9}","{'soap_bubble_art': 0.9, 'physics': 0.8}","""Giant bubble inside bubble experiment""",2025-05-25 15:50:00,186.0,29.0,25.0,21.3,"['bubbles', 'experiment', 'physics']",video,180.0,"(12.9141,77.6101)",0.9,0.01,0.09,0.88,319.0,907.6836836113889,medium,positive,3,2,bubbles
p093,u193,"(25.5941,85.0996)","['u191', 'u195']","{'bamboo_construction': 0.9, 'sustainable': 0.8}","{'video': 0.8, 'image': 0.8}","{'u191': 0.8, 'u193': 0.7}","{'bamboo_construction': 0.9, 'sustainable': 0.8}","""Earthquake-resistant bamboo house frame""",2025-05-24 09:25:00,154.0,36.0,27.0,40.1,"['bamboo', 'construction', 'sustainable']",video,460.0,"(25.5941,85.0996)",0.74,0.05,0.21,0.68,307.0,938.1003502780557,long,positive,3,2,bamboo
p094,u194,"(18.6298,73.7997)","['u192', 'u196']","{'sound_healing': 0.8, 'therapy': 0.9}","{'audio': 0.9, 'video': 0.6}","{'u192': 0.9, 'u194': 0.8}","{'sound_healing': 0.9, 'therapy': 0.8}","""Tibetan singing bowl meditation session""",2025-05-23 12:20:00,98.0,22.0,16.0,32.7,"['soundhealing', 'tibetan', 'meditation']",audio,420.0,"(18.6298,73.7997)",0.84,0.02,0.14,0.81,190.0,959.1836836113889,long,positive,3,2,soundhealing
p095,u195,"(21.2787,81.8661)","['u193', 'u197']","{'maze_design': 0.9, 'puzzles': 0.8}","{'image': 0.8, 'text': 0.7}","{'u193': 0.7, 'u197': 0.8}","{'maze_design': 0.9, 'puzzles': 0.8}","""Creating unsolvable optical illusion maze""",2025-05-22 17:05:00,82.0,31.0,14.0,38.4,"['maze', 'optical', 'puzzles']",image,310.0,"(21.2787,81.8661)",0.71,0.06,0.23,0.64,186.0,978.4336836113889,long,positive,3,2,maze
p066,u166,"(15.2993,74.1240)","['u164', 'u168']","{'wine_making': 0.9, 'viticulture': 0.8}","{'video': 0.8, 'image': 0.7}","{'u164': 0.7, 'u168': 0.8}","{'wine_making': 0.9, 'viticulture': 0.7}","""Grape harvest and fermentation process""",2025-05-25 18:30:00,134.0,29.0,21.0,35.4,"['winemaking', 'harvest', 'fermentation']",video,420.0,"(15.2993,74.1240)",0.8,0.03,0.17,0.76,255.0,905.0170169447223,long,positive,3,2,winemaking
p067,u167,"(30.7333,76.7794)","['u165', 'u169']","{'astrophotography': 0.9, 'night_sky': 0.8}","{'image': 0.9, 'video': 0.6}","{'u165': 0.8, 'u169': 0.7}","{'astrophotography': 0.9, 'night_sky': 0.8}","""Milky Way captured from Ladakh mountains""",2025-05-24 23:45:00,287.0,52.0,48.0,22.1,"['astrophotography', 'milkyway', 'ladakh']",image,160.0,"(30.7333,76.7794)",0.91,0.01,0.08,0.89,535.0,923.7670169447223,medium,positive,3,2,astrophotography
p068,u168,"(13.0827,80.2707)","['u166', 'u170']","{'blacksmithing': 0.8, 'metalwork': 0.9}","{'video': 0.9, 'image': 0.7}","{'u166': 0.8, 'u170': 0.9}","{'metalwork': 0.9, 'blacksmithing': 0.8}","""Forging Damascus steel knife blade""",2025-05-23 14:20:00,176.0,35.0,27.0,38.7,"['blacksmithing', 'damascus', 'knife']",video,360.0,"(13.0827,80.2707)",0.78,0.04,0.18,0.73,327.0,957.1836836113889,long,positive,3,2,blacksmithing
p069,u169,"(22.7196,75.8577)","['u167', 'u171']","{'meditation': 0.9, 'mindfulness': 0.8}","{'audio': 0.9, 'text': 0.7}","{'u167': 0.7, 'u171': 0.9}","{'meditation': 0.9, 'mindfulness': 0.8}","""20-minute guided morning meditation""",2025-05-22 06:00:00,95.0,18.0,14.0,47.3,"['meditation', 'morning', 'guided']",audio,1200.0,"(22.7196,75.8577)",0.86,0.02,0.12,0.83,173.0,989.5170169447223,long,positive,3,2,meditation
p070,u170,"(17.6868,83.2185)","['u168', 'u172']","{'aquaponics': 0.8, 'sustainable_farming': 0.9}","{'video': 0.7, 'image': 0.8}","{'u168': 0.8, 'u172': 0.7}","{'sustainable_farming': 0.9, 'aquaponics': 0.8}","""Fish and vegetable system: Month 6 update""",2025-05-25 10:15:00,102.0,26.0,19.0,34.6,"['aquaponics', 'sustainable', 'farming']",video,380.0,"(17.6868,83.2185)",0.77,0.05,0.18,0.71,211.0,913.2670169447223,long,positive,3,2,aquaponics
p071,u171,"(28.4595,77.0266)","['u169', 'u173']","{'jewelry_making': 0.9, 'handcrafted': 0.8}","{'image': 0.9, 'video': 0.8}","{'u169': 0.8, 'u173': 0.9}","{'jewelry_making': 0.9, 'handcrafted': 0.8}","""Silver ring with turquoise stone creation""",2025-05-24 15:40:00,149.0,32.0,23.0,28.9,"['jewelry', 'silver', 'turquoise']",image,220.0,"(28.4595,77.0266)",0.83,0.02,0.15,0.8,282.0,931.8503502780557,medium,positive,3,2,jewelry
p072,u172,"(26.8467,80.9462)","['u170', 'u174']","{'rock_climbing': 0.9, 'outdoor_sports': 0.8}","{'video': 0.8, 'image': 0.8}","{'u170': 0.7, 'u174': 0.8}","{'rock_climbing': 0.9, 'outdoor_sports': 0.8}","""Challenging route at Hampi boulders""",2025-05-23 08:20:00,211.0,44.0,35.0,24.3,"['rockclimbing', 'hampi', 'bouldering']",video,280.0,"(26.8467,80.9462)",0.85,0.03,0.12,0.81,404.0,963.1836836113889,medium,positive,3,2,rockclimbing
p073,u173,"(19.0176,72.8562)","['u171', 'u175']","{'street_photography': 0.8, 'urban_life': 0.9}","{'image': 0.9, 'text': 0.6}","{'u171': 0.9, 'u175': 0.7}","{'street_photography': 0.9, 'urban_life': 0.8}","""Mumbai monsoon: Life through my lens""",2025-05-22 17:10:00,193.0,38.0,29.0,21.7,"['streetphotography', 'mumbai', 'monsoon']",image,180.0,"(19.0176,72.8562)",0.76,0.06,0.18,0.69,356.0,978.3503502780557,medium,positive,3,2,streetphotography
p074,u174,"(12.2958,76.6394)","['u172', 'u176']","{'coffee_roasting': 0.9, 'specialty_coffee': 0.8}","{'video': 0.7, 'image': 0.8}","{'u172': 0.8, 'u176': 0.9}","{'coffee_roasting': 0.9, 'specialty_coffee': 0.8}","""Single origin Ethiopian beans: Roast profile""",2025-05-25 09:30:00,118.0,25.0,16.0,31.2,"['coffee', 'roasting', 'ethiopian']",video,340.0,"(12.2958,76.6394)",0.82,0.02,0.16,0.79,216.0,914.0170169447223,long,positive,3,2,coffee
p075,u175,"(25.3176,82.9739)","['u173', 'u177']","{'traditional_dance': 0.8, 'cultural_arts': 0.9}","{'video': 0.9, 'audio': 0.7}","{'u173': 0.7, 'u177': 0.8}","{'cultural_arts': 0.9, 'traditional_dance': 0.8}","""Kathak performance: Classical storytelling""",2025-05-24 19:00:00,164.0,41.0,32.0,43.8,"['kathak', 'classical', 'dance']",video,480.0,"(25.3176,82.9739)",0.88,0.02,0.1,0.85,342.0,928.5170169447223,long,positive,3,2,kathak
p076,u176,"(20.5937,78.9629)","['u174', 'u178']","{'mushroom_cultivation': 0.9, 'mycology': 0.8}","{'image': 0.8, 'video': 0.7}","{'u174': 0.8, 'u178': 0.7}","{'mushroom_cultivation': 0.9, 'mycology': 0.7}","""Oyster mushroom harvest from home setup""",2025-05-23 11:45:00,87.0,22.0,15.0,29.6,"['mushrooms', 'cultivation', 'oyster']",image,260.0,"(20.5937,78.9629)",0.79,0.03,0.18,0.75,176.0,959.7670169447223,medium,positive,3,2,mushrooms
p077,u177,"(16.9891,82.2475)","['u175', 'u179']","{'glass_blowing': 0.8, 'art_glass': 0.9}","{'video': 0.9, 'image': 0.8}","{'u175': 0.9, 'u179': 0.6}","{'art_glass': 0.9, 'glass_blowing': 0.8}","""Creating hand-blown glass vase""",2025-05-22 13:20:00,153.0,28.0,20.0,36.1,"['glassblowing', 'vase', 'handmade']",video,390.0,"(16.9891,82.2475)",0.81,0.03,0.16,0.77,269.0,982.1836836113889,long,positive,3,2,glassblowing
p078,u178,"(23.0225,72.5714)","['u176', 'u180']","{'food_preservation': 0.8, 'fermentation': 0.9}","{'video': 0.8, 'text': 0.7}","{'u176': 0.7, 'u180': 0.8}","{'fermentation': 0.9, 'food_preservation': 0.8}","""Traditional pickle making techniques""",2025-05-25 14:00:00,126.0,34.0,22.0,38.4,"['fermentation', 'pickles', 'traditional']",video,410.0,"(23.0225,72.5714)",0.74,0.05,0.21,0.68,260.0,909.5170169447223,long,positive,3,2,fermentation
p079,u179,"(29.0588,76.0856)","['u177', 'u181']","{'ice_skating': 0.9, 'winter_sports': 0.8}","{'video': 0.9, 'image': 0.7}","{'u177': 0.8, 'u181': 0.7}","{'ice_skating': 0.9, 'winter_sports': 0.7}","""Figure skating routine practice session""",2025-05-24 07:15:00,142.0,27.0,18.0,25.8,"['iceskating', 'figure', 'practice']",video,300.0,"(29.0588,76.0856)",0.84,0.02,0.14,0.81,250.0,940.2670169447223,medium,positive,3,2,iceskating
p080,u180,"(14.6780,77.5946)","['u178', 'u182']","{'butterfly_gardening': 0.8, 'pollinator_conservation': 0.9}","{'image': 0.9, 'video': 0.6}","{'u178': 0.8, 'u182': 0.9}","{'pollinator_conservation': 0.9, 'butterfly_gardening': 0.8}","""Native plants attracting rare butterflies""",2025-05-23 16:50:00,91.0,19.0,13.0,32.7,"['butterflies', 'native', 'conservation']",image,240.0,"(14.6780,77.5946)",0.87,0.02,0.11,0.84,168.0,954.6836836113889,medium,positive,3,2,butterflies
p081,u181,"(21.7679,78.8718)","['u179', 'u183']","{'leather_crafting': 0.9, 'handmade_goods': 0.8}","{'video': 0.8, 'image': 0.8}","{'u179': 0.7, 'u183': 0.8}","{'leather_crafting': 0.9, 'handmade_goods': 0.8}","""Hand-stitched leather wallet creation""",2025-05-22 12:30:00,108.0,24.0,17.0,33.9,"['leather', 'wallet', 'handstitched']",video,350.0,"(21.7679,78.8718)",0.8,0.03,0.17,0.76,207.0,983.0170169447223,long,positive,3,2,leather
p082,u182,"(27.2046,77.4977)","['u180', 'u184']","{'drone_racing': 0.9, 'fpv_flying': 0.8}","{'video': 0.9, 'image': 0.6}","{'u180': 0.8, 'u184': 0.9}","{'drone_racing': 0.9, 'fpv_flying': 0.8}","""FPV drone race through forest course""",2025-05-25 12:45:00,178.0,39.0,26.0,22.4,"['drone', 'racing', 'fpv']",video,240.0,"(27.2046,77.4977)",0.89,0.02,0.09,0.86,334.0,910.7670169447223,medium,positive,3,2,drone
p083,u183,"(11.0168,76.9558)","['u181', 'u185']","{'herb_gardening': 0.8, 'medicinal_plants': 0.9}","{'image': 0.8, 'text': 0.8}","{'u181': 0.9, 'u185': 0.7}","{'medicinal_plants': 0.9, 'herb_gardening': 0.8}","""Ayurvedic herbs grown in home garden""",2025-05-24 10:20:00,74.0,18.0,11.0,41.5,"['herbs', 'ayurvedic', 'medicinal']",image,310.0,"(11.0168,76.9558)",0.73,0.06,0.21,0.66,143.0,937.1836836113889,long,positive,3,2,herbs
p084,u184,"(18.5204,73.8567)","['u182', 'u186']","{'sand_sculpting': 0.8, 'beach_art': 0.9}","{'image': 0.9, 'video': 0.7}","{'u182': 0.7, 'u186': 0.8}","{'beach_art': 0.9, 'sand_sculpting': 0.8}","""Intricate sand castle with detailed towers""",2025-05-23 13:15:00,195.0,33.0,28.0,19.8,"['sand', 'sculpture', 'beach']",image,170.0,"(18.5204,73.8567)",0.85,0.02,0.13,0.82,345.0,958.2670169447223,medium,positive,3,2,sand
p085,u185,"(24.5854,73.7125)","['u183', 'u187']","{'kite_making': 0.9, 'traditional_crafts': 0.8}","{'video': 0.7, 'image': 0.8}","{'u183': 0.8, 'u187': 0.9}","{'kite_making': 0.9, 'traditional_crafts': 0.8}","""Rajasthani kite crafting for festival""",2025-05-22 09:40:00,113.0,26.0,19.0,30.1,"['kite', 'rajasthani', 'festival']",video,370.0,"(24.5854,73.7125)",0.82,0.03,0.15,0.78,222.0,985.8503502780557,long,positive,3,2,kite
p086,u186,"(26.4499,80.3319)","['u184', 'u188']","{'hydroponics': 0.8, 'soilless_farming': 0.9}","{'video': 0.8, 'image': 0.7}","{'u184': 0.8, 'u188': 0.7}","{'soilless_farming': 0.9, 'hydroponics': 0.8}","""Vertical hydroponic system setup guide""",2025-05-25 11:55:00,98.0,23.0,16.0,37.2,"['hydroponics', 'vertical', 'farming']",video,420.0,"(26.4499,80.3319)",0.76,0.04,0.2,0.71,192.0,911.6003502780557,long,positive,3,2,hydroponics
p087,u187,"(15.4909,73.8278)","['u185', 'u189']","{'perfume_making': 0.9, 'aromatherapy': 0.8}","{'video': 0.7, 'image': 0.8}","{'u185': 0.7, 'u189': 0.8}","{'perfume_making': 0.9, 'aromatherapy': 0.8}","""Natural perfume blending with jasmine""",2025-05-24 16:10:00,137.0,31.0,24.0,35.8,"['perfume', 'natural', 'jasmine']",video,390.0,"(15.4909,73.8278)",0.81,0.02,0.17,0.78,271.0,931.3503502780557,long,positive,3,2,perfume
p088,u188,"(19.2183,72.9781)","['u186', 'u190']","{'urban_sketching': 0.8, 'architectural_drawing': 0.9}","{'image': 0.9, 'video': 0.6}","{'u186': 0.9, 'u190': 0.6}","{'architectural_drawing': 0.9, 'urban_sketching': 0.8}","""Colonial architecture sketches from Fort area""",2025-05-23 15:30:00,82.0,17.0,12.0,28.6,"['sketch', 'architecture', 'colonial']",image,210.0,"(19.2183,72.9781)",0.75,0.04,0.21,0.7,152.0,956.0170169447223,medium,positive,3,2,sketch
p089,u189,"(12.9141,74.8560)","['u187', 'u191']","{'snorkeling': 0.8, 'marine_exploration': 0.9}","{'video': 0.9, 'image': 0.8}","{'u187': 0.8, 'u191': 0.7}","{'marine_exploration': 0.9, 'snorkeling': 0.8}","""Colorful coral reef exploration footage""",2025-05-22 14:25:00,167.0,35.0,29.0,26.3,"['snorkeling', 'coral', 'marine']",video,320.0,"(12.9141,74.8560)",0.88,0.02,0.1,0.85,324.0,981.1003502780557,long,positive,3,2,snorkeling
p090,u190,"(28.7041,77.1025)","['u188', 'u192']","{'candle_making': 0.8, 'wax_crafts': 0.9}","{'video': 0.8, 'image': 0.8}","{'u188': 0.7, 'u192': 0.8}","{'wax_crafts': 0.9, 'candle_making': 0.8}","""Soy wax candles with dried flower petals""",2025-05-25 17:20:00,104.0,21.0,14.0,32.4,"['candles', 'soy', 'flowers']",video,360.0,"(28.7041,77.1025)",0.83,0.02,0.15,0.8,188.0,906.1836836113889,long,positive,3,2,candles
p091,u191,"(13.3525,74.7879)","['u189', 'u193']","{'fossil_hunting': 0.9, 'paleontology': 0.8}","{'image': 0.8, 'text': 0.8}","{'u189': 0.8, 'u193': 0.9}","{'paleontology': 0.8, 'fossil_hunting': 0.9}","""Trilobite fossil discovered in local quarry""",2025-05-24 13:45:00,71.0,26.0,9.0,44.7,"['fossils', 'trilobite', 'paleontology']",image,290.0,"(13.3525,74.7879)",0.72,0.05,0.23,0.66,150.0,933.7670169447223,medium,positive,3,2,fossils
p092,u192,"(20.9320,77.7523)","['u190', 'u194']","{'fire_spinning': 0.8, 'performance_art': 0.9}","{'video': 0.9, 'image': 0.7}","{'u190': 0.9, 'u194': 0.7}","{'performance_art': 0.9, 'fire_spinning': 0.8}","""Mesmerizing fire poi performance at sunset""",2025-05-23 19:30:00,224.0,48.0,36.0,21.9,"['fire', 'poi', 'performance']",video,220.0,"(20.9320,77.7523)",0.9,0.02,0.08,0.87,428.0,952.0170169447223,medium,positive,3,2,fire
p093,u193,"(16.7050,74.2433)","['u191', 'u195']","{'jam_making': 0.8, 'fruit_preservation': 0.9}","{'video': 0.7, 'image': 0.8}","{'u191': 0.7, 'u195': 0.8}","{'fruit_preservation': 0.9, 'jam_making': 0.8}","""Homemade mango jam from garden fruits""",2025-05-22 11:00:00,89.0,20.0,15.0,31.8,"['jam', 'mango', 'homemade']",video,340.0,"(16.7050,74.2433)",0.84,0.02,0.14,0.81,174.0,984.5170169447223,long,positive,3,2,jam
p094,u194,"(22.3072,73.1812)","['u192', 'u196']","{'metal_detecting': 0.9, 'treasure_hunting': 0.8}","{'video': 0.8, 'image': 0.8}","{'u192': 0.8, 'u196': 0.7}","{'metal_detecting': 0.9, 'treasure_hunting': 0.7}","""Ancient coin found at archaeological site""",2025-05-25 08:10:00,156.0,42.0,31.0,39.6,"['metaldetecting', 'coin', 'ancient']",video,380.0,"(22.3072,73.1812)",0.77,0.05,0.18,0.71,333.0,915.3503502780557,long,positive,3,2,metaldetecting
p095,u195,"(27.8974,78.0880)","['u193', 'u197']","{'vertical_gardening': 0.8, 'space_efficient': 0.9}","{'image': 0.8, 'video': 0.7}","{'u193': 0.8, 'u197': 0.9}","{'space_efficient': 0.9, 'vertical_gardening': 0.8}","""Apartment balcony vertical herb garden""",2025-05-24 12:35:00,115.0,28.0,20.0,34.1,"['vertical', 'garden', 'herbs']",image,250.0,"(27.8974,78.0880)",0.78,0.03,0.19,0.74,231.0,934.9336836113889,medium,positive,3,2,vertical
p066,u166,"(17.6868,83.2185)","['u164', 'u168']","{'aquaponics': 0.9, 'farming': 0.8}","{'video': 0.8, 'image': 0.7}","{'u164': 0.8, 'u168': 0.7}","{'aquaponics': 0.9, 'farming': 0.7}","""Aquaponics system: Fish and vegetables together""",2025-05-23 11:45:00,103.0,26.0,19.0,35.4,"['aquaponics', 'farming', 'sustainable']",video,350.0,"(17.6868,83.2185)",0.8,0.03,0.17,0.76,212.0,959.7670169447223,long,positive,3,2,aquaponics
p067,u167,"(30.7333,76.7794)","['u165', 'u169']","{'astronomy': 0.9, 'stargazing': 0.8}","{'image': 0.9, 'video': 0.7}","{'u165': 0.7, 'u169': 0.8}","{'astronomy': 0.9, 'stargazing': 0.8}","""Milky Way captured from Ladakh mountains""",2025-05-22 23:15:00,247.0,38.0,52.0,22.3,"['astronomy', 'milkyway', 'astrophotography']",image,165.0,"(30.7333,76.7794)",0.88,0.02,0.1,0.85,479.0,972.2670169447223,medium,positive,3,2,astronomy
p068,u168,"(13.0827,80.2707)","['u166', 'u170']","{'blacksmithing': 0.8, 'metalwork': 0.9}","{'video': 0.9, 'image': 0.8}","{'u166': 0.8, 'u170': 0.7}","{'metalwork': 0.9, 'blacksmithing': 0.8}","""Forging a Damascus steel knife blade""",2025-05-25 18:20:00,184.0,43.0,27.0,39.7,"['blacksmithing', 'damascus', 'metalwork']",video,420.0,"(13.0827,80.2707)",0.83,0.03,0.14,0.79,351.0,905.1836836113889,long,positive,3,2,blacksmithing
p069,u169,"(26.4499,80.3319)","['u167', 'u171']","{'parkour': 0.9, 'movement': 0.8}","{'video': 0.9, 'image': 0.6}","{'u167': 0.8, 'u171': 0.9}","{'parkour': 0.9, 'movement': 0.8}","""Urban parkour flow through city streets""",2025-05-24 17:50:00,291.0,67.0,38.0,25.1,"['parkour', 'urban', 'movement']",video,240.0,"(26.4499,80.3319)",0.91,0.02,0.07,0.88,539.0,929.6836836113889,medium,positive,3,2,parkour
p070,u170,"(15.2993,74.1240)","['u168', 'u172']","{'mushroom_cultivation': 0.8, 'fungi': 0.9}","{'image': 0.8, 'video': 0.7}","{'u168': 0.7, 'u172': 0.8}","{'fungi': 0.9, 'mushroom_cultivation': 0.8}","""Oyster mushroom harvest: Farm to table""",2025-05-23 08:30:00,76.0,18.0,11.0,28.9,"['mushrooms', 'cultivation', 'harvest']",image,220.0,"(15.2993,74.1240)",0.77,0.04,0.19,0.72,145.0,963.0170169447223,medium,positive,3,2,mushrooms
p071,u171,"(22.3072,73.1812)","['u169', 'u173']","{'glassblowing': 0.9, 'art': 0.8}","{'video': 0.8, 'image': 0.8}","{'u169': 0.9, 'u173': 0.6}","{'glassblowing': 0.9, 'art': 0.7}","""Creating hand-blown glass vase masterpiece""",2025-05-22 16:10:00,132.0,29.0,21.0,34.8,"['glassblowing', 'handmade', 'art']",video,370.0,"(22.3072,73.1812)",0.85,0.02,0.13,0.82,253.0,979.3503502780557,long,positive,3,2,glassblowing
p072,u172,"(18.5204,73.8567)","['u170', 'u174']","{'coffee_roasting': 0.8, 'brewing': 0.9}","{'video': 0.7, 'image': 0.8}","{'u170': 0.8, 'u174': 0.7}","{'brewing': 0.9, 'coffee_roasting': 0.8}","""Single origin Ethiopian beans: Roasting profile""",2025-05-25 09:15:00,98.0,22.0,14.0,31.2,"['coffee', 'roasting', 'ethiopian']",video,310.0,"(18.5204,73.8567)",0.81,0.03,0.16,0.77,184.0,914.2670169447223,long,positive,3,2,coffee
p073,u173,"(25.5788,85.1376)","['u171', 'u175']","{'urban_sketching': 0.9, 'drawing': 0.8}","{'image': 0.9, 'video': 0.6}","{'u171': 0.7, 'u175': 0.8}","{'drawing': 0.8, 'urban_sketching': 0.9}","""Kolkata street scenes: Ink and watercolor""",2025-05-24 14:25:00,167.0,35.0,26.0,24.7,"['sketching', 'kolkata', 'watercolor']",image,190.0,"(25.5788,85.1376)",0.84,0.02,0.14,0.81,315.0,933.1003502780557,medium,positive,3,2,sketching
p074,u174,"(12.2958,76.6394)","['u172', 'u176']","{'fermentation': 0.8, 'kombucha': 0.9}","{'video': 0.8, 'text': 0.7}","{'u172': 0.8, 'u176': 0.7}","{'kombucha': 0.9, 'fermentation': 0.8}","""Homemade kombucha: Second fermentation flavors""",2025-05-23 12:40:00,87.0,21.0,16.0,29.6,"['kombucha', 'fermentation', 'homemade']",video,280.0,"(12.2958,76.6394)",0.79,0.03,0.18,0.75,177.0,958.8503502780557,medium,positive,3,2,kombucha
p075,u175,"(28.4595,77.0266)","['u173', 'u177']","{'drone_racing': 0.9, 'fpv': 0.8}","{'video': 0.9, 'image': 0.6}","{'u173': 0.8, 'u177': 0.9}","{'fpv': 0.8, 'drone_racing': 0.9}","""FPV racing: High-speed gate runs""",2025-05-22 19:30:00,203.0,41.0,33.0,21.4,"['drone', 'racing', 'fpv']",video,200.0,"(28.4595,77.0266)",0.87,0.03,0.1,0.83,384.0,976.0170169447223,medium,positive,3,2,drone
p076,u176,"(19.9975,73.7898)","['u174', 'u178']","{'macrame': 0.8, 'fiber_arts': 0.9}","{'image': 0.9, 'video': 0.7}","{'u174': 0.7, 'u178': 0.8}","{'fiber_arts': 0.9, 'macrame': 0.8}","""Boho wall hanging: Intricate knot patterns""",2025-05-25 15:50:00,114.0,23.0,18.0,26.3,"['macrame', 'boho', 'fiberarts']",image,210.0,"(19.9975,73.7898)",0.82,0.02,0.16,0.79,214.0,907.6836836113889,medium,positive,3,2,macrame
p077,u177,"(23.8103,91.1086)","['u175', 'u179']","{'virtual_reality': 0.9, 'immersive': 0.8}","{'video': 0.8, 'text': 0.7}","{'u175': 0.9, 'u179': 0.7}","{'virtual_reality': 0.9, 'immersive': 0.8}","""VR meditation experience: Digital zen garden""",2025-05-24 21:10:00,156.0,34.0,25.0,37.8,"['vr', 'meditation', 'immersive']",video,340.0,"(23.8103,91.1086)",0.86,0.02,0.12,0.83,299.0,926.3503502780557,long,positive,3,2,vr
p078,u178,"(11.0168,76.9558)","['u176', 'u180']","{'tea_ceremony': 0.8, 'mindfulness': 0.9}","{'video': 0.7, 'audio': 0.8}","{'u176': 0.8, 'u180': 0.8}","{'mindfulness': 0.9, 'tea_ceremony': 0.8}","""Traditional Japanese tea ceremony: Slow living""",2025-05-23 16:45:00,92.0,19.0,12.0,42.1,"['tea', 'ceremony', 'mindfulness']",video,450.0,"(11.0168,76.9558)",0.88,0.01,0.11,0.86,166.0,954.7670169447223,long,positive,3,2,tea
p079,u179,"(27.2046,77.4977)","['u177', 'u181']","{'cryptocurrency_mining': 0.8, 'blockchain': 0.9}","{'text': 0.8, 'video': 0.7}","{'u177': 0.8, 'u181': 0.7}","{'blockchain': 0.9, 'cryptocurrency_mining': 0.7}","""Sustainable crypto mining: Solar-powered setup""",2025-05-22 13:20:00,89.0,31.0,19.0,38.4,"['crypto', 'mining', 'sustainable']",text,380.0,"(27.2046,77.4977)",0.71,0.08,0.21,0.62,208.0,982.1836836113889,long,positive,3,2,crypto
p080,u180,"(16.3067,80.4365)","['u178', 'u182']","{'fire_dancing': 0.9, 'performance': 0.8}","{'video': 0.9, 'image': 0.8}","{'u178': 0.8, 'u182': 0.9}","{'fire_dancing': 0.9, 'performance': 0.8}","""Beach fire spinning: Sunset performance""",2025-05-25 19:20:00,278.0,56.0,44.0,23.9,"['firedancing', 'performance', 'beach']",video,260.0,"(16.3067,80.4365)",0.9,0.02,0.08,0.87,522.0,904.1836836113889,medium,positive,3,2,firedancing
p081,u181,"(24.5854,73.7125)","['u179', 'u183']","{'leather_crafting': 0.8, 'handmade': 0.9}","{'image': 0.8, 'video': 0.8}","{'u179': 0.7, 'u183': 0.8}","{'handmade': 0.9, 'leather_crafting': 0.8}","""Hand-stitched leather wallet: Traditional techniques""",2025-05-24 11:35:00,105.0,24.0,17.0,32.6,"['leather', 'crafting', 'handmade']",image,230.0,"(24.5854,73.7125)",0.8,0.03,0.17,0.76,204.0,935.9336836113889,medium,positive,3,2,leather
p082,u182,"(14.6816,77.6946)","['u180', 'u184']","{'hydroponics': 0.9, 'vertical_farming': 0.8}","{'video': 0.8, 'image': 0.7}","{'u180': 0.9, 'u184': 0.6}","{'hydroponics': 0.9, 'vertical_farming': 0.7}","""Vertical hydroponic tower: Urban farming solution""",2025-05-23 10:15:00,93.0,27.0,21.0,36.2,"['hydroponics', 'vertical', 'urban']",video,380.0,"(14.6816,77.6946)",0.78,0.04,0.18,0.73,210.0,961.2670169447223,long,positive,3,2,hydroponics
p083,u183,"(29.0588,76.0856)","['u181', 'u185']","{'ice_climbing': 0.9, 'extreme_sports': 0.8}","{'image': 0.9, 'video': 0.8}","{'u181': 0.8, 'u185': 0.7}","{'ice_climbing': 0.9, 'extreme_sports': 0.8}","""Frozen waterfall ascent: Technical ice routes""",2025-05-22 06:45:00,189.0,39.0,28.0,33.7,"['iceclimbing', 'extreme', 'waterfall']",image,270.0,"(29.0588,76.0856)",0.84,0.04,0.12,0.79,351.0,988.7670169447223,medium,positive,3,2,iceclimbing
